"Fecha_Ocurrencia","Codigo_Accidente","Direccion","Barrio","Vehiculos Involucrados","Heridos","Accidente con","Muertes","Clase de Accidente"
"2023 Jan 20 12:00:00 AM","A001456892","CARRERA 31 # 16F -80  -  BACHUE","BACHUE","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Jan 20 12:00:00 AM","A001456893","CARRERA 23 N 12-20 -  DORADO","DORADO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2023 Jan 28 12:00:00 AM","A001456894","CALLE 14 N 24-20 -  SAN JOSÉ","SAN JOSÉ","2","3","HERIDOS","NO APLICA","CHOQUE"
"2023 Jan 14 12:00:00 AM","C-001565422","KILOMETRO 45+500 MTS   SECTOR VAQUEROS   VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Jan 24 12:00:00 AM","C-001565432","KILOMETRO 56+500 MTS   SECTOR GUAYURIBA  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","1","2","HERIDOS","NO APLICA","ATROPELLO"
"2023 Jan 27 12:00:00 AM","C-001565437","KILOMETRO 45+700 MTS   SECTOR CHICHIMENE  VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","1","MUERTOS","1","CHOQUE"
"2023 Feb 01 12:00:00 AM","A001456895","CARRERA 36 CALLE 12A-152 -  INDEPENDENCIA","INDEPENDENCIA","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 02 12:00:00 AM","A001456896","CARRERA 47 CALLE 16 INTERS -  COLINAS","COLINAS","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 05 12:00:00 AM","A001456899","CALLE 12 CARRERA  38 -  INDEPENDENCIA","INDEPENDENCIA","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 04 12:00:00 AM","A001456900","CALLE 18 CARRERA  19 -  MANCERA","MANCERA","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 04 12:00:00 AM","A001456897","CALLE 15 CARRERA 17  -  CENTRO","CENTRO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2023 Feb 06 12:00:00 AM","A001456898","CALLE 14 CARRERA 23 -  COOPERATIVO","COOPERATIVO","2","0","DAÑOS MATERIALES","NO APLICA","CHOQUE"
"2023 Feb 07 12:00:00 AM","A001456902","CARRERA 14 CALLE  19 -  SAN CRISTOBAL","SAN CRISTOBAL","2","3","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 06 12:00:00 AM","A001456901","CALLE 16B CARRERA 31 -  BACHUE","BACHUE","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 07 12:00:00 AM","A001456903","CARRERA 23 CALLE  17 -  MANCERA","MANCERA","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 09 12:00:00 AM","A001456904","CALLE 14 N. 30-59 -  BACHUE","BACHUE","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2023 Feb 12 12:00:00 AM","A001576685","CALLE 16 N. 17-73 -  SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","1","2","HERIDOS","NO APLICA","ATROPELLO"
"2023 Feb 11 12:00:00 AM","A001576684","KILOMETRO 21 VIA ACACIAS /DINAMARCA  CAÑO HONDO","No registra","1","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 12 12:00:00 AM","A001576686","KILOMETRO 21+400 MTS   VEREDA TRIUNFO   EL TRIUNFO","No registra","1","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 19 12:00:00 AM","A001576688","KILOMETRO 6+900 MTS VIA ANTIGUA GUAMAL","No registra","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 21 12:00:00 AM","A001576689","CALLE 13 CARRERA 21   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 22 12:00:00 AM","A001576690","CALLE 18 N 44937   VILLA TERESA","VILLA TERESA","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2023 Feb 18 12:00:00 AM","A001576687","KILOMETRO 3+100 MTS VIA BAQUEOS CHICHIMENE     LOMA DE TIGRE","No registra","1","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 22 12:00:00 AM","A001576691","CALLE 14 CARRERA  33   BACHUE","BACHUE","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 04 12:00:00 AM","C-001565444","KILOMETRO 53+700 MTS     VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 06 12:00:00 AM","C-001565448","KILOMETRO 56+100 MTS     VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Feb 25 12:00:00 AM","C-001566185","KILOMETRO 56+750 MTS     VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Mar 11 12:00:00 AM","A001576696","CALLE 15 CARR  28   BACHUE","BACHUE","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Mar 11 12:00:00 AM","A001576694","CALLE 11 N.28A -27     LAS ACACIAS","LAS ACACIAS","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2023 Mar 10 12:00:00 AM","A001576695","CALLE 15 CARRERA 32   BACHUE","BACHUE","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Mar 10 12:00:00 AM","A001576693","CALLE 18 N 16-02    SAN CRISTOBAL","SAN CRISTOBAL","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Mar 05 12:00:00 AM","A001576692","DIAGONAL 5 N: 17-203    SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Mar 14 12:00:00 AM","A001576698","CALLE 14 CARRERA  21   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Mar 14 12:00:00 AM","A001576697","CALLE 14 CARRERA 20   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2023 Mar 20 12:00:00 AM","A001576702","CALLE 11 CARRERA 24   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Mar 19 12:00:00 AM","A001576701","CARRERA 36 N. 12A-146   INDEPENDENCIA","INDEPENDENCIA","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Mar 17 12:00:00 AM","A001576699","CALLE 14 CARRERA 33   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","3","HERIDOS","NO APLICA","CHOQUE"
"2023 Mar 17 12:00:00 AM","A001576700","AVENIDA 23 N- 28B-05   VILLA DEL LLANO","VILLA DEL LLANO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Mar 22 12:00:00 AM","A001576703","CALLE 15 CARRERA 22   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Mar 24 12:00:00 AM","A001576704","CARRERA 21 N 14-36   COOPERATIVO","COOPERATIVO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2023 Mar 28 12:00:00 AM","A001576705","CALLE 14 N. 21-94   COOPERATIVO","COOPERATIVO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2023 Apr 04 12:00:00 AM","A001576706","AVENIDA 23 CARRERA 29A   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Apr 04 12:00:00 AM","A0015767707","CARRERA 14 CALLE 18   SAN CRISTOBAL","SAN CRISTOBAL","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Apr 07 12:00:00 AM","A001576708","CALLE 13 CARRERA  14   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Apr 11 12:00:00 AM","A001576709","AVENIDA 23 FRENTE ALA ELECTRIFICADORA    SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Apr 12 12:00:00 AM","A001576710","CARRERA 23 N. 15-38   COOPERATIVO","COOPERATIVO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2023 Apr 13 12:00:00 AM","A001576711","CALLE 14 CARRERA  34   BACHUE","BACHUE","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Apr 17 12:00:00 AM","A001576712","DIAGONAL 15 CARRERA 25   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Apr 20 12:00:00 AM","A001576714","KILOMETRO 4 VIA DINAMARACA     SANTA TERESITA","No registra","2","0","DAÑOS MATERIALES","NO APLICA","CHOQUE"
"2023 Apr 19 12:00:00 AM","A001576713","CARRERA 23 N 5-95   PABLO EMILIO RIVEROS","PABLO EMILIO RIVEROS","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Apr 24 12:00:00 AM","A001576715","CALLE 12 CARRERA 33   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Apr 24 12:00:00 AM","A001576716","AVENIDA 23 CARRERA 27A   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Apr 03 12:00:00 AM","C.OO1566211","KILOMETRO 47+690 MTS     VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Apr 02 12:00:00 AM","C.001566210","KILOMETRO 47+690 MTS     VÍA GRANADA-VILLAVICENCIO EL CENTRO","VÍA GRANADA-VILLAVICENCIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Apr 19 12:00:00 AM","C.001566222","KILOMETRO 56+570 MTS     VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","1","0","MUERTOS","1","CHOQUE"
"2023 May 03 12:00:00 AM","A001576717","AVENIDA 23 FRENTE 29-15    SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 May 07 12:00:00 AM","A001576721","DIAGONAL 15 N 29A-21    VILLA LUCIA","VILLA LUCIA","1","2","HERIDOS","NO APLICA","ATROPELLO"
"2023 May 06 12:00:00 AM","A001576719","CALLE 11 CARRERA 26   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 May 07 12:00:00 AM","A001576720","DIAGONAL 5 N 17-07    PABLO EMILIO RIVEROS","PABLO EMILIO RIVEROS","2","2","HERIDOS","NO APLICA","ATROPELLO"
"2023 May 04 12:00:00 AM","A001576718","CALLE 14 CARRERA  45251   COOPERATIVO","COOPERATIVO","1","2","HERIDOS","NO APLICA","ATROPELLO"
"2023 May 11 12:00:00 AM","A001576722","DIAGONAL 15 CARRERA 43 COLONIA PENAL","No registra","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 May 14 12:00:00 AM","A001576725","KILOMETRO 23 +039 MTS      EL RESGUARDO","No registra","2","0","DAÑOS MATERIALES","NO APLICA","CHOQUE"
"2023 May 12 12:00:00 AM","A001576723","CALLE 14 N 22-25    COOPERATIVO","COOPERATIVO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 May 14 12:00:00 AM","A001576724","CALLE 11 N 28-03    LAS ACACIAS","LAS ACACIAS","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 May 16 12:00:00 AM","A001576726","CALLE 10A CARRERA 26   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 May 22 12:00:00 AM","A001576729","KILOMETRO 23+580 MTS DIAGONAL MANGA DE COLEO    VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","3","HERIDOS","NO APLICA","CHOQUE"
"2023 May 20 12:00:00 AM","A001576727","CALLE 14 CARRERA 35   BACHUE","BACHUE","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 May 19 12:00:00 AM","A001576728","CARRERA 23 DIAGONAL  15   SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","3","HERIDOS","NO APLICA","CHOQUE"
"2023 May 21 12:00:00 AM","C-001582243","KILOMETRO 57+700 MTS     VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","0","MUERTOS","2","CHOQUE"
"2023 May 23 12:00:00 AM","C-001582244","KILOMETRO 57+650 MTS     VÍA GRANADA-VILLAVICENCIO","VÍA GRANADA-VILLAVICENCIO","2","0","MUERTOS","1","CHOQUE"
"2023 May 29 12:00:00 AM","A001576731","CARRERA 16 CALLE  17   SAN CRISTOBAL","SAN CRISTOBAL","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 May 27 12:00:00 AM","A001576730","KILOMETRO 3+200 MTS VIA GRAVICON","No registra","2","0","DAÑOS MATERIALES","NO APLICA","CHOQUE"
"2023 May 30 12:00:00 AM","C-001582252","KILOMETRO 47+500 MTS","No registra","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 May 30 12:00:00 AM","A001576732","CARRERA 23 N 27A-25    SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","1","HERIDOS","NO APLICA","CHOQUE"
"2023 Jun 07 12:00:00 AM","A001576733","DIAGONAL 15 N. 22-54","No registra","3","3","HERIDOS","NO APLICA","CHOQUE"
"2023 Jun 08 12:00:00 AM","A001576734","KILOMETRO 26 + 800 MTS VIA VILLAVICENCIO    VÍA ACACÍAS-VILLAVICENCIO","VÍA ACACÍAS-VILLAVICENCIO","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Jun 12 12:00:00 AM","A001576735","CALLE 18 CON 15 INTERSECCION    SIN INFORMACIÓN DEL BARRIO","SIN INFORMACIÓN DEL BARRIO","2","3","HERIDOS","NO APLICA","CHOQUE"
"2023 Jun 22 12:00:00 AM","A001576736","CALLE 14 # 20    CENTRO","CENTRO","1","1","HERIDOS","NO APLICA","ATROPELLO"
"2023 Jun 23 12:00:00 AM","A001576737","CALLE 11 33-12    SAMAN","SAMAN","2","2","HERIDOS","NO APLICA","CHOQUE"
"2023 Jun 24 12:00:00 AM","A001576738","CALLE 14 CARRERA  15   CENTRO","CENTRO","2","2","HERIDOS","NO APLICA","CHOQUE"
